TestFunction,DrawMethod,dim,nPoints,log2n,shift,baker,rDrawn,mean,var,skew,kurt,MeanOfMeans,MedianOfMeans,LeeValiant,MinskerNdaoud(3),MinskerNdaoud(2),MinskerNdaoud(3;1.0)
IndSumNormal,Sob-NUS,4,4096,12,nus,True,11,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,4.6295167209613986e-07,7.103878194345247e-07,7.490372114105317e-07,7.175077104015717e-07,5.519694639386027e-07,5.587318249809091e-07
IndSumNormal,Sob-NUS,4,4096,12,nus,True,15,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,3.437862017916071e-07,5.388868513307818e-07,5.702961741695125e-07,4.613095144889627e-07,3.894198229694895e-07,3.8051846115984417e-07
IndSumNormal,Sob-NUS,4,4096,12,nus,True,19,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,2.7262191316683555e-07,4.2912131432482683e-07,4.5111065198091185e-07,3.445014536822474e-07,2.9965356483712237e-07,2.943858875926127e-07
IndSumNormal,Sob-NUS,4,4096,12,nus,True,23,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,2.2868892732911157e-07,3.6186455566325575e-07,3.817299910576994e-07,2.7582317728476213e-07,2.467690689933865e-07,2.4278434725168975e-07
IndSumNormal,Sob-NUS,4,4096,12,nus,True,27,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,1.9018674135299976e-07,3.085989353713179e-07,3.260226210852733e-07,2.222980583535829e-07,2.047901524826164e-07,1.9903788748930618e-07
IndSumNormal,Sob-NUS,4,4096,12,nus,True,31,-1.6142603331912298e-05,5.016941926479334e-06,0.017855736288146493,2.9688585200444457,1.649047084308357e-07,2.693052022249918e-07,2.847062014369269e-07,1.8779970584951837e-07,1.7461602115597993e-07,1.7077460490505673e-07
IndSumNormal,Sob-NUS,4,16384,14,nus,True,7,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,1.1905126624398984e-07,1.78963514828979e-07,1.8921493939837403e-07,2.423081822455429e-07,1.5708398644262232e-07,1.8102013285826894e-07
IndSumNormal,Sob-NUS,4,16384,14,nus,True,11,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,7.608885584524927e-08,1.1589857536194793e-07,1.2360300995222597e-07,1.1947491419321211e-07,9.05105228214117e-08,9.269129251885137e-08
IndSumNormal,Sob-NUS,4,16384,14,nus,True,15,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,5.566604195097746e-08,8.556192033846498e-08,9.131143474119737e-08,7.516875676817016e-08,6.327422972963966e-08,6.172203429769082e-08
IndSumNormal,Sob-NUS,4,16384,14,nus,True,19,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,4.401894488015104e-08,6.775140047689528e-08,7.236266672475546e-08,5.603392651705968e-08,4.8884342344264715e-08,4.770795157854887e-08
IndSumNormal,Sob-NUS,4,16384,14,nus,True,23,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,3.650531549241802e-08,5.7178776324021e-08,6.083829157219445e-08,4.44276525702621e-08,3.970828750705875e-08,3.8807751802885526e-08
IndSumNormal,Sob-NUS,4,16384,14,nus,True,27,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,3.14572116867892e-08,4.852998225642055e-08,5.180039627371626e-08,3.6972100804731103e-08,3.3631274175618405e-08,3.2950825264959214e-08
IndSumNormal,Sob-NUS,4,16384,14,nus,True,31,2.070287293147751e-06,8.348546528816253e-07,0.03878749235693374,3.0342549426136394,2.6809795926362004e-08,4.225104563004699e-08,4.518090967661148e-08,3.115069529974057e-08,2.8615079928098296e-08,2.8030711887571876e-08
IndSumNormal,Sob-NUS,4,65536,16,nus,True,7,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,2.245666799382205e-08,3.237907526765375e-08,3.437623157405664e-08,4.434601919787775e-08,2.9540317185468416e-08,3.3618263778749285e-08
IndSumNormal,Sob-NUS,4,65536,16,nus,True,11,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,1.4049045568977897e-08,2.0493032619338163e-08,2.1802931608190605e-08,2.174551799219975e-08,1.6803963422795312e-08,1.6971828375791292e-08
IndSumNormal,Sob-NUS,4,65536,16,nus,True,15,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,1.0310230265556646e-08,1.5109831272502255e-08,1.6100527668893274e-08,1.3855703839440726e-08,1.1642947116621501e-08,1.1384880059970247e-08
IndSumNormal,Sob-NUS,4,65536,16,nus,True,19,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,8.026107697790327e-09,1.1862707791988011e-08,1.264662903562283e-08,1.0077598307426082e-08,8.869753853324298e-09,8.624122696017087e-09
IndSumNormal,Sob-NUS,4,65536,16,nus,True,23,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,6.750550722876215e-09,9.761823261579657e-09,1.043100202828106e-08,8.114261552124812e-09,7.288545530798693e-09,7.1361710116618116e-09
IndSumNormal,Sob-NUS,4,65536,16,nus,True,27,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,5.804720637033117e-09,8.505186946463234e-09,9.069316828285443e-09,6.741965798965718e-09,6.1737890501748694e-09,6.050516360754358e-09
IndSumNormal,Sob-NUS,4,65536,16,nus,True,31,-6.99343340993501e-06,1.536098491027951e-07,0.04768807664715205,3.0348974345726027,5.033484354656558e-09,7.3298907512495995e-09,7.839685383836262e-09,5.726431649441802e-09,5.357354022367318e-09,5.208460181348449e-09
IndSumNormal,Sob-NUS,8,64,6,nus,True,11,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,7.220079170001607e-05,0.00013192810964008706,0.00012962469106540068,0.00011017434865643318,8.632858864906067e-05,8.810625576964064e-05
IndSumNormal,Sob-NUS,8,64,6,nus,True,15,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,5.2820310679197835e-05,0.00010138476736438347,9.748164780519243e-05,7.237215703412553e-05,6.02062451490087e-05,5.92675801650141e-05
IndSumNormal,Sob-NUS,8,64,6,nus,True,19,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,4.214804762139833e-05,8.481700015231186e-05,8.04434383033044e-05,5.380390173980247e-05,4.65984582026974e-05,4.589641137144443e-05
IndSumNormal,Sob-NUS,8,64,6,nus,True,23,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,3.424845103015668e-05,7.079038901099462e-05,6.67440632696615e-05,4.207065828681464e-05,3.7406349898581857e-05,3.6620286604043936e-05
IndSumNormal,Sob-NUS,8,64,6,nus,True,27,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,2.9766201560009276e-05,6.430766599121193e-05,5.9243971896601835e-05,3.5172909701266825e-05,3.2112503435824916e-05,3.135369095982986e-05
IndSumNormal,Sob-NUS,8,64,6,nus,True,31,-3.6914314570547946e-06,0.0007919131616210939,0.0232474403135035,2.898604369791337,2.5528066257349552e-05,5.520687229035516e-05,5.0418149526222524e-05,2.907786538219792e-05,2.7143608699214328e-05,2.6474987145600394e-05
IndSumNormal,Sob-NUS,8,256,8,nus,True,7,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,2.4567133552056865e-05,3.735634181584891e-05,3.901580062680989e-05,4.5166030819864335e-05,3.259736431388886e-05,3.5442178330829796e-05
IndSumNormal,Sob-NUS,8,256,8,nus,True,11,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,1.5933490541717233e-05,2.503294905595756e-05,2.5906996508018422e-05,2.385923567828319e-05,1.8811900284443888e-05,1.887332770399935e-05
IndSumNormal,Sob-NUS,8,256,8,nus,True,15,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,1.1453414075189486e-05,1.8674132560084743e-05,1.929323883162548e-05,1.5561876218213565e-05,1.3215151513181053e-05,1.2800850894039445e-05
IndSumNormal,Sob-NUS,8,256,8,nus,True,19,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,9.075266068770291e-06,1.5004210731786683e-05,1.5385301708465593e-05,1.1430611992909241e-05,1.005149567662109e-05,9.790485147653548e-06
IndSumNormal,Sob-NUS,8,256,8,nus,True,23,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,7.533422950562302e-06,1.2905393594690246e-05,1.3052995847070508e-05,9.105055142148341e-06,8.218139359355244e-06,7.999239290245622e-06
IndSumNormal,Sob-NUS,8,256,8,nus,True,27,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,6.308248314053955e-06,1.1069237877782907e-05,1.1153195609151272e-05,7.409197101398107e-06,6.746580881857528e-06,6.6104095420394314e-06
IndSumNormal,Sob-NUS,8,256,8,nus,True,31,0.00018537106854295865,0.00016856026855468757,0.05584130230510643,2.9331928011514634,5.423415842749376e-06,9.712351114851677e-06,9.71233068420169e-06,6.1612433561002266e-06,5.747029481329973e-06,5.606724801603143e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,7,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,5.916416948986724e-06,8.672802162293244e-06,9.138149607583562e-06,1.1109147260316574e-05,7.641710860045053e-06,8.429867984720508e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,11,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,3.7429909207791353e-06,5.750681298665732e-06,6.067085752262289e-06,5.697668820085782e-06,4.455952585168747e-06,4.479238107858836e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,15,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,2.749789452269877e-06,4.348490552560204e-06,4.578865941624887e-06,3.6545078723795572e-06,3.0946263218936e-06,3.0228532837001294e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,19,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,2.173000816113928e-06,3.476161696004818e-06,3.6544948058389218e-06,2.740061401310228e-06,2.3906336043485138e-06,2.3330266742098502e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,23,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,1.7874006981879139e-06,2.898312467646605e-06,3.0435341463826037e-06,2.150210988041775e-06,1.9168945583069116e-06,1.8876467778794695e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,27,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,1.5158003430288517e-06,2.477989404843416e-06,2.606322560838193e-06,1.7687301165234468e-06,1.61986174554971e-06,1.5814670162749918e-06
IndSumNormal,Sob-NUS,8,1024,10,nus,True,31,9.884763104302912e-05,4.082115016937259e-05,-0.002792337934284122,3.108905397431424,1.3155606468905917e-06,2.1690126968433625e-06,2.2685127597382457e-06,1.4863271529951876e-06,1.401155789037209e-06,1.3571590348749117e-06
IndSumNormal,Sob-NUS,8,4096,12,nus,True,7,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,1.2222042527743854e-06,1.8166347876458226e-06,1.9370404132416816e-06,2.432491154536461e-06,1.628807095739434e-06,1.8381778567631288e-06
IndSumNormal,Sob-NUS,8,4096,12,nus,True,11,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,7.818379344947627e-07,1.2000707218135217e-06,1.2801771065473127e-06,1.2334072814787417e-06,9.290302346600622e-07,9.561786240557973e-07
IndSumNormal,Sob-NUS,8,4096,12,nus,True,15,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,5.68181921719397e-07,8.883180686622346e-07,9.440134972023362e-07,7.749921258918662e-07,6.519083285121411e-07,6.344806511174918e-07
IndSumNormal,Sob-NUS,8,4096,12,nus,True,19,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,4.513094572279927e-07,7.039121585221012e-07,7.474247420341327e-07,5.843763147493783e-07,5.069358596900751e-07,4.943195682045936e-07
IndSumNormal,Sob-NUS,8,4096,12,nus,True,23,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,3.6819032851974353e-07,5.836784528513114e-07,6.210007617741808e-07,4.601403182237314e-07,4.011724721605392e-07,3.9739749412185026e-07
IndSumNormal,Sob-NUS,8,4096,12,nus,True,27,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,3.230142755805192e-07,5.082649569347822e-07,5.396685388373218e-07,3.822069941511488e-07,3.473363423235669e-07,3.403199019498967e-07
IndSumNormal,Sob-NUS,8,4096,12,nus,True,31,2.412084168112241e-06,8.510524079799648e-06,0.018249649064426752,2.915593843407392,2.7648566348393983e-07,4.405119213980481e-07,4.667278030101407e-07,3.1870870334340593e-07,2.9399214173587066e-07,2.8791340630765603e-07
IndSumNormal,Sob-NUS,8,16384,14,nus,True,7,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,2.6955574781308605e-07,3.9153981181659686e-07,4.1525983692273394e-07,5.385557744816505e-07,3.5693600310079345e-07,4.050095035071005e-07
IndSumNormal,Sob-NUS,8,16384,14,nus,True,11,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,1.7463535081002163e-07,2.5734359617150487e-07,2.7222302642676877e-07,2.645085152069319e-07,2.033009710916297e-07,2.0812279187841456e-07
IndSumNormal,Sob-NUS,8,16384,14,nus,True,15,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,1.282789327323531e-07,1.9573360189691414e-07,2.0584203970602754e-07,1.6839612409797225e-07,1.4447154888708752e-07,1.3986527810535646e-07
IndSumNormal,Sob-NUS,8,16384,14,nus,True,19,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,1.0200254009906972e-07,1.546996390590629e-07,1.6417391506846385e-07,1.275175908804257e-07,1.126886579915535e-07,1.0961216856894085e-07
IndSumNormal,Sob-NUS,8,16384,14,nus,True,23,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,8.357921424069895e-08,1.2932030556740592e-07,1.3649641075038168e-07,1.0123481662921653e-07,9.104360180949636e-08,8.878757757988318e-08
IndSumNormal,Sob-NUS,8,16384,14,nus,True,27,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,7.16671293393378e-08,1.0994846135387471e-07,1.1572141595990343e-07,8.273803720368564e-08,7.703588061171645e-08,7.44359852863758e-08
IndSumNormal,Sob-NUS,8,16384,14,nus,True,31,-1.4281031066203242e-05,1.8861984026059487e-06,-0.019988480014175768,2.974232736643753,6.247771357884333e-08,9.674829025409175e-08,1.0176081971523608e-07,7.117769096494019e-08,6.660366144482463e-08,6.46970683552173e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,7,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,5.714485313228064e-08,8.423491570866867e-08,8.906891723331403e-08,1.1446059990511304e-07,7.46393116340404e-08,8.595457741815222e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,11,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,3.633875737645628e-08,5.4964155800236635e-08,5.8245849697368326e-08,5.4907716656546196e-08,4.302471547246301e-08,4.321130236412686e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,15,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,2.64462455700954e-08,4.05028463146188e-08,4.297016644485125e-08,3.535870655300219e-08,2.997446534741463e-08,2.9114500933329513e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,19,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,2.13376761612983e-08,3.2996614738697635e-08,3.500100671452677e-08,2.6777624560372036e-08,2.3526596865796606e-08,2.2918280949116038e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,23,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,1.7390678309751412e-08,2.6723038075357487e-08,2.8374895655042968e-08,2.097036589972028e-08,1.898605978583363e-08,1.8400682915051614e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,27,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,1.4725041597823138e-08,2.268851571129186e-08,2.4166842511877177e-08,1.7334598656339732e-08,1.5835647194202205e-08,1.5442023661380197e-08
IndSumNormal,Sob-NUS,8,65536,16,nus,True,31,1.8291984260184524e-06,4.0112538254819996e-07,-0.006761417998424904,3.0512566934836878,1.2814008893648291e-08,1.9711173260810784e-08,2.0966009240883316e-08,1.4703836414806572e-08,1.3614126690998559e-08,1.3309314880890022e-08
IndSumNormal,Sob-NUS,16,64,6,nus,True,11,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,8.41371038536905e-05,0.0001436053416647281,0.00014280976918575682,0.00012609849019695377,0.0001005321609638123,0.00010057477022761177
IndSumNormal,Sob-NUS,16,64,6,nus,True,15,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,5.90290153471055e-05,0.00010772074254930594,0.00010428321034080214,7.877094430131235e-05,6.734314871024646e-05,6.480266863065312e-05
IndSumNormal,Sob-NUS,16,64,6,nus,True,19,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,4.772914800376377e-05,9.095777721916525e-05,8.679032682351061e-05,6.0224180775081846e-05,5.274678524825918e-05,5.143398853816831e-05
IndSumNormal,Sob-NUS,16,64,6,nus,True,23,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,3.8993548081854496e-05,7.81589852846257e-05,7.326592650185235e-05,4.644216421987314e-05,4.214310545969601e-05,4.096074563002699e-05
IndSumNormal,Sob-NUS,16,64,6,nus,True,27,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,3.3069405432852246e-05,6.749207635191462e-05,6.263555671474731e-05,3.822407655955666e-05,3.512730062075657e-05,3.427988801367135e-05
IndSumNormal,Sob-NUS,16,64,6,nus,True,31,-0.00026619143145705567,0.0009255269506835937,0.052510532006083334,3.0663762410576214,2.8550668735075812e-05,6.042539502095541e-05,5.536389995917896e-05,3.2579002464323377e-05,3.0421869984078697e-05,2.9565212986231366e-05
IndSumNormal,Sob-NUS,16,256,8,nus,True,7,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,2.8012028119451072e-05,4.2009730333288173e-05,4.413734377892136e-05,5.230695492730707e-05,3.6445651921495914e-05,4.081293293058691e-05
IndSumNormal,Sob-NUS,16,256,8,nus,True,11,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,1.775322004092721e-05,2.732233932498699e-05,2.833002017630829e-05,2.722775162994302e-05,2.0887293444752304e-05,2.128742489587973e-05
IndSumNormal,Sob-NUS,16,256,8,nus,True,15,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,1.275566751158869e-05,2.0585286513195537e-05,2.1280310311310667e-05,1.6962266109345772e-05,1.462177967945312e-05,1.401779243176311e-05
IndSumNormal,Sob-NUS,16,256,8,nus,True,19,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,9.968923499255664e-06,1.6676436659364822e-05,1.69898757172171e-05,1.2451182586371393e-05,1.1063418460235813e-05,1.0699576571316312e-05
IndSumNormal,Sob-NUS,16,256,8,nus,True,23,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,8.287004447822863e-06,1.4070560117734804e-05,1.4310988307724875e-05,1.0117227609632517e-05,8.998901266254292e-06,8.836575590452611e-06
IndSumNormal,Sob-NUS,16,256,8,nus,True,27,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,7.084135914098316e-06,1.2233032985205306e-05,1.2348212889770492e-05,8.254791799834469e-06,7.645340362084356e-06,7.398179572360736e-06
IndSumNormal,Sob-NUS,16,256,8,nus,True,31,7.052731854296373e-05,0.0001943099603271485,0.03348421962907929,2.9692583488032684,6.198234399148029e-06,1.075360830211549e-05,1.0752953530441137e-05,7.052318173071838e-06,6.559415641916782e-06,6.420230185046836e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,7,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,6.487672074242015e-06,9.686668532789933e-06,1.0264363018071695e-05,1.2962373113943398e-05,8.523294221868777e-06,9.795781085930837e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,11,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,4.223710007729855e-06,6.498571564623026e-06,6.876584595436905e-06,6.478862878216268e-06,5.033683443687815e-06,5.051631300856252e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,15,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,3.1402288105861825e-06,4.8884222750916414e-06,5.171486937307164e-06,4.166345770091293e-06,3.521362691878859e-06,3.447416280191124e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,19,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,2.4650359063773677e-06,3.892341445781443e-06,4.091556613750238e-06,3.123733384355632e-06,2.7095168442851335e-06,2.6648651084199926e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,23,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,1.972148320715151e-06,3.1226275063165494e-06,3.284247260543037e-06,2.4334453469654285e-06,2.1509872230613707e-06,2.1109031151606825e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,27,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,1.6989579158581372e-06,2.6851458940435546e-06,2.8270388569274275e-06,1.9805104711155115e-06,1.8110442242293926e-06,1.7706020892606163e-06
IndSumNormal,Sob-NUS,16,1024,10,nus,True,31,1.1933568543037113e-05,4.6352562866210956e-05,0.022166488422653424,2.995193489573099,1.484311842315677e-06,2.3663637734063934e-06,2.4923013213263036e-06,1.6952618701529768e-06,1.5854957250718872e-06,1.540195974039191e-06
IndSumNormal,Sob-NUS,16,4096,12,nus,True,7,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,1.5436925451499834e-06,2.3235629670213885e-06,2.476376264704315e-06,3.1516979100920687e-06,2.087043805799868e-06,2.343560135352137e-06
IndSumNormal,Sob-NUS,16,4096,12,nus,True,11,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,9.946210751737329e-07,1.509722388816621e-06,1.6127572618573734e-06,1.5651657183481744e-06,1.19304709980637e-06,1.2165292108854044e-06
IndSumNormal,Sob-NUS,16,4096,12,nus,True,15,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,7.303109117230302e-07,1.1427016374198187e-06,1.2219011896860237e-06,9.855913660122978e-07,8.355811533005132e-07,8.106630824109732e-07
IndSumNormal,Sob-NUS,16,4096,12,nus,True,19,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,5.834939407130134e-07,9.079177440266172e-07,9.716947930877437e-07,7.437811684943689e-07,6.457857794618677e-07,6.340107911405116e-07
IndSumNormal,Sob-NUS,16,4096,12,nus,True,23,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,4.71639497837476e-07,7.407341902841698e-07,7.97403025806208e-07,5.797179939208631e-07,5.150306185859971e-07,5.052180777168097e-07
IndSumNormal,Sob-NUS,16,4096,12,nus,True,27,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,4.1183400314058266e-07,6.455064550330725e-07,6.910218928792182e-07,4.825043783265074e-07,4.4604557345320824e-07,4.3132456228446877e-07
IndSumNormal,Sob-NUS,16,4096,12,nus,True,31,3.8525138556205405e-06,1.1134540838599212e-05,0.03216077727412255,2.9397031598648256,3.4827922822562263e-07,5.626862241872074e-07,6.020326285345306e-07,4.051727036574916e-07,3.7002376180032396e-07,3.6541707753434834e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,7,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,3.738525632149451e-07,5.463406121738005e-07,5.832748421401049e-07,7.500645855019225e-07,4.911488453598332e-07,5.650486269095921e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,11,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,2.448281909451909e-07,3.57566605866895e-07,3.8119174498830096e-07,3.675760671936254e-07,2.8457201183521377e-07,2.901550216485602e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,15,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,1.7811056307189587e-07,2.689223769519913e-07,2.858042805597495e-07,2.372632303796853e-07,2.0073102480414034e-07,1.9624622406778565e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,19,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,1.3816204440926916e-07,2.1068523220938223e-07,2.2427406440921563e-07,1.7215741257172118e-07,1.5129699208739432e-07,1.4769572148258918e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,23,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,1.1533558883479373e-07,1.780769789615403e-07,1.8919588281244448e-07,1.3936150180067128e-07,1.260009839305458e-07,1.223595639038738e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,27,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,9.991090006975689e-08,1.5164176931208165e-07,1.6024023474713066e-07,1.1647621309684624e-07,1.0722392549479657e-07,1.0439881404651081e-07
IndSumNormal,Sob-NUS,16,16384,14,nus,True,31,-1.4274927550567723e-05,2.654623216241598e-06,0.006370123853430983,2.985959163725693,8.700630906894278e-08,1.339048275439435e-07,1.41427955461613e-07,9.942736052816924e-08,9.29000075020576e-08,9.04043127252765e-08
IndSumNormal,Sob-NUS,16,65536,16,nus,True,7,4.444554871294796e-06,6.804455341771101e-07,0.03823808744266304,2.905417171629355,9.803760122599625e-08,1.4723324174331123e-07,1.5583818251756047e-07,1.9801521261546988e-07,1.2909024819099839e-07,1.4842294514550021e-07
IndSumNormal,Sob-NUS,16,65536,16,nus,True,11,4.444554871294796e-06,6.804455341771101e-07,0.03823808744266304,2.905417171629355,6.248539287647458e-08,9.600071647107805e-08,1.0227146742323025e-07,9.59518481220535e-08,7.383706978892952e-08,7.525881684585525e-08
IndSumNormal,Sob-NUS,16,65536,16,nus,True,15,4.444554871294796e-06,6.804455341771101e-07,0.03823808744266304,2.905417171629355,4.5542487588276675e-08,6.978818057649451e-08,7.435055302000615e-08,6.157948179156703e-08,5.2066665399844994e-08,5.0667998855848324e-08
IndSumNormal,Sob-NUS,16,65536,16,nus,True,19,4.444554871294796e-06,6.804455341771101e-07,0.03823808744266304,2.905417171629355,3.59371203980893e-08,5.547417321680862e-08,5.9371342276335856e-08,4.622586079312442e-08,4.015894321636837e-08,3.9185672911835744e-08
IndSumNormal,Sob-NUS,16,65536,16,nus,True,23,4.444554871294796e-06,6.804455341771101e-07,0.03823808744266304,2.905417171629355,2.929135166216405e-08,4.5886716082282396e-08,4.9074103671817674e-08,3.6004887159934495e-08,3.205880622864071e-08,3.137433530771755e-08
