file,TestFunction,dim,DrawMethod,log2n,shift,baker,mean,var,skewness,kurtosis,    ,MSE[A_r],MSE[M_r],MSE[L_r],MSE[N(3)_r],MSE[N(2)_r],MSE[N(3;1.0)_r]
RepsRanparQMC/IndSumNormal-4-Lat-Rp-16-10000.dat,IndSumNormal,4,Lat-Rp,16,qmc,False,-1.6280815572163904e-05,3.5228782321705115e-06,-16.06183607874688,756.6145658551691,    ,1.5343368374571704e-07,1.6244202859117568e-08,1.5223876112472418e-08,2.1609608443175804e-08,3.160527052111238e-08,2.4037371774000527e-08
RepsRanparQMC/IndSumNormal-4-Lat-Rp-B-16-10000.dat,IndSumNormal,4,Lat-Rp,16,qmc,True,1.2663275518215272e-05,2.068373767991848e-06,7.58506395180135,275.44123457953765,    ,9.008965280736535e-08,5.0283322084581035e-08,4.984529991273555e-08,4.99529894980864e-08,5.411085576708012e-08,4.890744228567959e-08
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-6-10000.dat,IndSumNormal,4,Lat-Rv,6,RS,False,-0.0005740039314570543,0.0012076328515625004,0.14818428471031558,4.598511041855287,    ,5.283525666821947e-05,8.123774295410198e-05,7.344030572861605e-05,5.722075407951385e-05,5.40347724945089e-05,5.1796785769222486e-05
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-6-10000.dat,IndSumNormal,4,Lat-Rv,6,RS,True,0.0003588085685429486,0.0015173843725585939,-0.09536456499554478,3.6954956062856112,    ,6.610197717836391e-05,0.00010395092160832362,9.667164344402599e-05,7.561480066644335e-05,7.077869886161175e-05,6.835962174639729e-05
RepsRanparQMC/IndSumNormal-4-Lat-Rv-6-10000.dat,IndSumNormal,4,Lat-Rv,6,qmc,False,-0.01307712893145704,0.0026361110839843733,-0.2745277902656935,2.716368503741863,    ,0.00028562482648057566,0.000275807588468936,0.00025846388418762867,0.00028116897311092267,0.00028308155075212015,0.0002781927551373656
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-6-10000.dat,IndSumNormal,4,Lat-Rv,6,qmc,True,-0.006336503931457055,0.002083568710937501,0.5994145022852468,3.09888613852759,    ,0.0001307412260271751,0.00037398996336437945,0.0003863322553180701,0.00019058683720594877,0.00015665077027799946,0.0001562114683356313
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-8-10000.dat,IndSumNormal,4,Lat-Rv,8,RS,False,-0.000140800806457018,0.00028313061386108396,0.023631940775546798,9.122994539880759,    ,1.2329851556711293e-05,1.259676126267632e-05,1.2001561807458747e-05,1.1246922321950778e-05,1.1166564581079646e-05,1.0579157387619095e-05
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-8-10000.dat,IndSumNormal,4,Lat-Rv,8,RS,True,0.0003756054435429854,0.0003691695921325683,-0.415264337971718,7.947667055801855,    ,1.619193128106992e-05,1.4961366116739012e-05,1.4105644912972793e-05,1.4212835369468046e-05,1.4987188153213415e-05,1.3634563654089096e-05
RepsRanparQMC/IndSumNormal-4-Lat-Rv-8-10000.dat,IndSumNormal,4,Lat-Rv,8,qmc,False,-0.003598222681456977,0.0007312245306396475,-0.8364537565895662,5.523442504142443,    ,4.473957736272742e-05,3.451689022769669e-05,3.2098091486840114e-05,3.6296201903081804e-05,3.994150940139719e-05,3.747641333124667e-05
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-8-10000.dat,IndSumNormal,4,Lat-Rv,8,qmc,True,-0.0033443164314570064,0.000517147946777344,0.9367717877687498,4.772961278029315,    ,3.366914573185872e-05,6.032900021206711e-05,6.350783726853536e-05,4.717481287634848e-05,4.021632824900311e-05,3.877158786686537e-05
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-10-10000.dat,IndSumNormal,4,Lat-Rv,10,RS,False,-8.386721270695066e-05,7.483377036094656e-05,0.5139890920597792,40.74753612906166,    ,3.260675898973605e-06,1.929160879218945e-06,1.8606396635107465e-06,1.9683980755829852e-06,2.182788402452665e-06,1.939315110144681e-06
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-10-10000.dat,IndSumNormal,4,Lat-Rv,10,RS,True,0.00019601559979305017,8.946209174156201e-05,-0.7886114351158775,23.944457080239317,    ,3.928078278038839e-06,2.939172709483835e-06,2.8944082404148217e-06,2.6306851212132077e-06,2.8484728473059815e-06,2.577775294293112e-06
RepsRanparQMC/IndSumNormal-4-Lat-Rv-10-10000.dat,IndSumNormal,4,Lat-Rv,10,qmc,False,-0.0009624804939569161,0.0001834158794784544,-1.612985182040628,15.483084251240383,    ,8.900972156832523e-06,4.175105613934637e-06,3.861696378351337e-06,5.2606551465182605e-06,6.448015547356732e-06,5.472582079795299e-06
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-10-10000.dat,IndSumNormal,4,Lat-Rv,10,qmc,True,-0.0010554492439569473,0.00012438652339935295,1.496929718840221,10.197817290331804,    ,6.522082819584637e-06,7.3023825261979144e-06,7.122594072278751e-06,6.969717494245245e-06,6.885800365291625e-06,6.288010103599525e-06
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-12-10000.dat,IndSumNormal,4,Lat-Rv,12,RS,False,-7.300295489440282e-05,1.8314612006545707e-05,1.4298573687500582,192.67374228782222,    ,8.016169099687798e-07,3.006569647165715e-07,2.89257632957136e-07,3.2599951435714924e-07,3.812572610817869e-07,3.3015670467906827e-07
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-12-10000.dat,IndSumNormal,4,Lat-Rv,12,RS,True,8.373532635558547e-05,2.28946276897188e-05,-0.12571559309158423,68.50765228443883,    ,1.0024302000850417e-06,4.860242466133178e-07,4.867776794603144e-07,4.790574633691579e-07,5.434023479528511e-07,4.7344448143725253e-07
RepsRanparQMC/IndSumNormal-4-Lat-Rv-12-10000.dat,IndSumNormal,4,Lat-Rv,12,qmc,False,-0.0002911670173944174,4.6087624043821956e-05,-3.1742605566912667,55.01862357878032,    ,2.088587973054098e-06,5.895782949613164e-07,5.470206868552122e-07,7.64412912419512e-07,1.0392406434844746e-06,8.248717132272539e-07
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-12-10000.dat,IndSumNormal,4,Lat-Rv,12,qmc,True,-0.00034753908770690495,3.181407889365894e-05,2.930581205267771,31.10536016786633,    ,1.5040042389475798e-06,1.1098120281091514e-06,1.0675507708837178e-06,1.0895890270649012e-06,1.1826251409058078e-06,1.0535273335080865e-06
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-14-10000.dat,IndSumNormal,4,Lat-Rv,14,RS,False,-3.492922442563346e-05,5.619640301316735e-06,-12.452126293245605,373.6991296694778,    ,2.4555223773274733e-07,4.5229775079687516e-08,4.315243600588589e-08,5.317418165719594e-08,7.158851709906479e-08,5.626778234977465e-08
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-14-10000.dat,IndSumNormal,4,Lat-Rv,14,RS,True,6.366696698063021e-05,7.22339965164758e-06,3.0143794968471482,248.51313998221698,    ,3.1811433710397265e-07,8.983816809153828e-08,9.007805895027673e-08,9.408343369842031e-08,1.1126093968522244e-07,9.345704353481349e-08
RepsRanparQMC/IndSumNormal-4-Lat-Rv-14-10000.dat,IndSumNormal,4,Lat-Rv,14,qmc,False,-0.00012982058184753584,1.1648078663313655e-05,-8.528456608327907,233.82585063141897,    ,5.232915862240004e-07,7.272906705042154e-08,6.743564009058835e-08,1.0417537797288536e-07,1.4947064498644897e-07,1.1589773594047732e-07
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-14-10000.dat,IndSumNormal,4,Lat-Rv,14,qmc,True,-9.714846270685654e-05,7.429798483850364e-06,5.08863910382227,109.21968866992063,    ,3.324725404954517e-07,1.9445977483042603e-07,1.9469072676851113e-07,1.8961527333799694e-07,2.036401802810839e-07,1.84800958063972e-07
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RS-16-10000.dat,IndSumNormal,4,Lat-Rv,16,RS,False,-4.764124328017485e-06,1.23439488414477e-06,-14.627847292705175,1235.3482512239318,    ,5.3692039669515856e-08,7.18940062526764e-09,7.015234078302878e-09,8.33124279143563e-09,1.0996163747021099e-08,8.790169828768102e-09
RepsRanparRQMC/IndSumNormal-4-Lat-Rv-RSB-16-10000.dat,IndSumNormal,4,Lat-Rv,16,RS,True,-3.3908333123947774e-06,2.040939179189638e-06,-7.693293546955281,1199.8365941058694,    ,8.874798380227584e-08,1.6296678440349235e-08,1.6122281324719842e-08,1.7101995844087276e-08,1.964549654842108e-08,1.713004471612589e-08
RepsRanparQMC/IndSumNormal-4-Lat-Rv-16-10000.dat,IndSumNormal,4,Lat-Rv,16,qmc,False,-3.3595606261694024e-05,2.791054025059677e-06,-23.53197871567619,1096.8886619096356,    ,1.2247883976268543e-07,9.634090891075907e-09,9.0690970853674e-09,1.3886906013306206e-08,1.946677707989479e-08,1.5248844803527283e-08
RepsRanparQMC/IndSumNormal-4-Lat-Rv-B-16-10000.dat,IndSumNormal,4,Lat-Rv,16,qmc,True,-2.408938067571505e-05,1.6733295507712629e-06,8.805942635123635,430.97527695880115,    ,7.333375699052486e-08,3.443659622802105e-08,3.381266869368294e-08,3.466930370514961e-08,3.650877737809131e-08,3.344470087267483e-08
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-6-10000.dat,IndSumNormal,4,Sob,6,DS,False,0.00014005856854294577,0.0006965731420898438,0.0818439772332915,2.9528382145092182,    ,3.0305405189137246e-05,5.667719607910205e-05,5.26947720602128e-05,3.648573202511842e-05,3.3003889632455494e-05,3.2051759108694735e-05
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-8-10000.dat,IndSumNormal,4,Sob,8,DS,False,0.00012208981854295586,0.00016269517517089857,0.12396107838377132,2.645002439433068,    ,7.08860919209179e-06,1.312759390483263e-05,1.3900710240389937e-05,8.877812229050992e-06,7.73753084386115e-06,7.610402877069938e-06
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-10-10000.dat,IndSumNormal,4,Sob,10,DS,False,7.326169354301244e-05,2.7790599822998064e-05,-0.07343482986016266,2.7824957527248073,    ,1.213654224566793e-06,2.136368527610516e-06,2.265868362279925e-06,1.5214728522303548e-06,1.3377565591593987e-06,1.3196643326613433e-06
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-12-10000.dat,IndSumNormal,4,Sob,12,DS,False,-3.276857989440415e-05,5.935037536025056e-06,0.11386434443819447,2.862392226815635,    ,2.5911889009025486e-07,4.2536290090270274e-07,4.621676881997796e-07,3.2435434895839376e-07,2.8917612597971454e-07,2.8186201249848366e-07
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-14-10000.dat,IndSumNormal,4,Sob,14,DS,False,-1.1070581847472662e-05,7.556918573007019e-07,0.050601144150347124,2.9445157950862377,    ,3.297872549116776e-08,5.144665804815328e-08,5.46182334585742e-08,4.024594220906235e-08,3.610261203783291e-08,3.542636161035992e-08
RepsFixedparRQMC/IndSumNormal-4-Sob-DS-16-10000.dat,IndSumNormal,4,Sob,16,DS,False,-9.212061339620936e-06,1.4728681906126443e-07,0.15882612220672773,2.909111512322938,    ,6.488636815919044e-09,1.0800444547791602e-08,1.1688595025666592e-08,8.15731222664331e-09,7.291335131102293e-09,7.102540123265545e-09
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-6-10000.dat,IndSumNormal,4,Sob-LMS,6,DS,False,-4.119143145705401e-05,0.0006746602319335939,0.05967353658251473,2.930365884206757,    ,2.9334750296355648e-05,5.924130174222191e-05,5.553482043693696e-05,3.60389717484799e-05,3.228283905284979e-05,3.149406955159679e-05
RepsRanparQMC/IndSumNormal-4-Sob-LMS-6-10000.dat,IndSumNormal,4,Sob-LMS,6,qmc,False,0.002336933568542946,0.0006502899780273438,0.07001142537732574,3.012508529187676,    ,3.3734735809319554e-05,6.95780845710749e-05,6.273096772176812e-05,3.940442377924171e-05,3.5993627809905956e-05,3.5316900213572555e-05
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-8-10000.dat,IndSumNormal,4,Sob-LMS,8,DS,False,0.0001416210685429535,0.00014879907226562507,0.03558727871801853,2.9662121382338604,    ,6.489581408169381e-06,1.147600250306802e-05,1.15929910344191e-05,7.966485474218404e-06,7.111736595997678e-06,6.987866461925954e-06
RepsRanparQMC/IndSumNormal-4-Sob-LMS-8-10000.dat,IndSumNormal,4,Sob-LMS,8,qmc,False,-2.5175806457046995e-05,0.00014842916122436524,0.015916478473187008,2.97481625940945,    ,6.454075613594468e-06,1.1420437305629866e-05,1.1518350220075243e-05,8.040187919204756e-06,7.163351088231086e-06,6.989305031233215e-06
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-10-10000.dat,IndSumNormal,4,Sob-LMS,10,DS,False,-4.6367212706986795e-05,2.982164359092712e-05,0.02751866811908343,2.9725210706729115,    ,1.298743118019742e-06,2.090189212761878e-06,2.1842840567637444e-06,1.5979802516433675e-06,1.4428163666254187e-06,1.3997347099436615e-06
RepsRanparQMC/IndSumNormal-4-Sob-LMS-10-10000.dat,IndSumNormal,4,Sob-LMS,10,qmc,False,7.599606854301338e-05,3.0031714782714904e-05,0.028650819669833606,2.962144191467732,    ,1.3115021321172511e-06,2.1217354122002463e-06,2.2158898369376708e-06,1.5888902240043815e-06,1.4206535406833564e-06,1.3978245191175257e-06
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-12-10000.dat,IndSumNormal,4,Sob-LMS,12,DS,False,1.737790448058649e-05,5.058049344420438e-06,0.011215382423467988,3.1498462573773365,    ,2.2021718045198153e-07,3.408726515948985e-07,3.578226263059909e-07,2.5780854624992726e-07,2.3450792396377628e-07,2.2691910025082479e-07
RepsRanparQMC/IndSumNormal-4-Sob-LMS-12-10000.dat,IndSumNormal,4,Sob-LMS,12,qmc,False,2.4140599793085915e-05,4.9583065128326465e-06,-0.05093669215969488,3.083299136907298,    ,2.1616131259457196e-07,3.331847678533047e-07,3.5356095740979986e-07,2.608940830367409e-07,2.3505595042993244e-07,2.2816215331217773e-07
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-14-10000.dat,IndSumNormal,4,Sob-LMS,14,DS,False,-1.3011499816227851e-05,8.573184525594097e-07,0.012210736871475544,3.1593880927246065,    ,3.744401445613768e-08,5.615042802631151e-08,5.9357476389278746e-08,4.335457596369522e-08,3.948137334998023e-08,3.8399168662326546e-08
RepsRanparQMC/IndSumNormal-4-Sob-LMS-14-10000.dat,IndSumNormal,4,Sob-LMS,14,qmc,False,1.0780004090022376e-05,8.702512588724502e-07,0.04757519009168642,3.204366139275495,    ,3.7953219743504824e-08,5.58147576322033e-08,5.87416869920254e-08,4.498152425276957e-08,4.1108533795969474e-08,3.984350337403519e-08
RepsRanparRQMC/IndSumNormal-4-Sob-LMS-DS-16-10000.dat,IndSumNormal,4,Sob-LMS,16,DS,False,4.069188660376534e-06,1.5198659925721635e-07,0.03487224721941433,3.2112296140786016,    ,6.624671307537056e-09,9.960251789607341e-09,1.0378129498524502e-08,7.766581506662576e-09,7.047310993240357e-09,6.821430288503383e-09
RepsRanparQMC/IndSumNormal-4-Sob-LMS-16-10000.dat,IndSumNormal,4,Sob-LMS,16,qmc,False,-1.558917165384692e-08,1.5073222525185005e-07,-0.021769865857006968,3.0102595134510675,    ,6.553575253972275e-09,9.905010995997837e-09,1.0521625171273292e-08,7.783679510889223e-09,7.0598187707791916e-09,6.847236936740183e-09
RepsRanparRQMC/IndSumNormal-4-Sob-NUS-6-10000.dat,IndSumNormal,4,Sob-NUS,6,NUS,False,5.683568542945982e-06,0.0006732645288085938,0.036224647755858416,2.8833403023239157,    ,2.9272403120716333e-05,6.296041945737601e-05,5.8150594963375215e-05,3.584362356646281e-05,3.1684255678501005e-05,3.1131384266866025e-05
