file,TestFunction,dim,DrawMethod,log2n,shift,baker,mean,var,skewness,kurtosis,    ,MSE[A_r],MSE[M_r],MSE[L_r],MSE[N(3)_r],MSE[N(2)_r],MSE[N(3;1.0)_r]
RepsFixedparRQMC/MC2-32-Lat-RS-14-10000.dat,MC2,32,Lat,14,RS,False,1.44855901989982e-08,5.461266391833761e-11,0.014436318511559193,2.9173055023577694,    ,2.3746734809467876e-12,3.716299911857245e-12,3.981120472441859e-12,2.922788273053767e-12,2.580641552115061e-12,2.5345590209021823e-12
RepsFixedparRQMC/MC2-32-Lat-RSB-14-10000.dat,MC2,32,Lat,14,RS,True,3.3089965268628953e-09,2.0425899935882664e-13,-0.028905547770662596,2.618370199569473,    ,8.89177551709421e-15,1.526520688874144e-14,1.6651038173471538e-14,1.107669856101316e-14,9.69505250097795e-15,9.591422117996214e-15
RepsFixedparRQMC/MC2-32-Lat-RS-16-10000.dat,MC2,32,Lat,16,RS,False,4.1694915580214875e-08,1.0897990558031537e-11,0.34379730785236445,2.68657692036015,    ,4.755641424213951e-13,8.749822671012622e-13,9.86131520046666e-13,6.2532654866916e-13,5.327371858423871e-13,5.270883308932402e-13
RepsFixedparRQMC/MC2-32-Lat-RSB-16-10000.dat,MC2,32,Lat,16,RS,True,1.3457060208721395e-09,7.65588066625262e-14,0.007630394104270167,1.8543730759639119,    ,3.3304546926305335e-15,1.0413102934356287e-14,1.2321632913039542e-14,4.99772038871266e-15,3.915664851690778e-15,4.039464257096712e-15
RepsRanparRQMC/MC2-32-Lat-Rp-RS-6-10000.dat,MC2,32,Lat-Rp,6,RS,False,-6.813194162839587e-06,1.2932148403133594e-06,0.02371096132975451,3.228724634548878,    ,5.6273151802237916e-08,8.379727348879609e-08,8.783036193145467e-08,6.652017402424777e-08,6.116239893597062e-08,5.89454628527947e-08
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-6-10000.dat,MC2,32,Lat-Rp,6,RS,True,-6.112583886275113e-07,7.60671499503401e-08,0.3682878974270666,3.2268559875122516,    ,3.3076410259628894e-09,5.143617657130149e-09,5.597000015845857e-09,4.079687367340863e-09,3.652786912294772e-09,3.5111171570514005e-09
RepsRanparQMC/MC2-32-Lat-Rp-6-10000.dat,MC2,32,Lat-Rp,6,qmc,False,0.013901515403167931,6.118584678456427e-06,0.13712306283895206,1.7857083251849564,    ,0.0001935181559253177,0.00019383232041676437,0.0001927336381738357,0.00019251845893352552,0.00019302737839868122,0.00019289430613552057
RepsRanparQMC/MC2-32-Lat-Rp-B-6-10000.dat,MC2,32,Lat-Rp,6,qmc,True,0.0034156193062843173,5.428916334192383e-07,0.2734104306540568,2.44913742287925,    ,1.1690059229523868e-05,1.152932323955284e-05,1.1449536864400012e-05,1.157187700674317e-05,1.163280055854327e-05,1.162223618089859e-05
RepsRanparRQMC/MC2-32-Lat-Rp-RS-8-10000.dat,MC2,32,Lat-Rp,8,RS,False,-1.5993973997588728e-06,1.0085927783146417e-07,0.020352259624343966,3.3359485406934066,    ,4.3877440647147106e-09,6.0612216145154464e-09,6.328522053622173e-09,5.109545839454733e-09,4.695861540261075e-09,4.53348402595409e-09
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-8-10000.dat,MC2,32,Lat-Rp,8,RS,True,-2.478469079048029e-07,1.9513072480871914e-08,0.19316240704477056,3.4955403686090576,    ,8.484558837798411e-10,1.227935021378685e-09,1.2842810370606347e-09,9.797391456681706e-10,8.902660880778315e-10,8.6268022659312e-10
RepsRanparQMC/MC2-32-Lat-Rp-8-10000.dat,MC2,32,Lat-Rp,8,qmc,False,0.0035955989748643487,5.79122518416228e-07,0.4044569570003729,2.368514627550933,    ,1.2953511227976696e-05,1.2381624320687515e-05,1.2188592219660997e-05,1.2729610416582226e-05,1.2849761141292274e-05,1.2827216650870615e-05
RepsRanparQMC/MC2-32-Lat-Rp-B-8-10000.dat,MC2,32,Lat-Rp,8,qmc,True,0.0008315436274629697,6.591361486229812e-08,0.5804062604695175,3.393334621748908,    ,6.943306137161133e-07,6.55154812467178e-07,6.445764778442094e-07,6.760409870312651e-07,6.855104158829707e-07,6.843800350854893e-07
RepsRanparRQMC/MC2-32-Lat-Rp-RS-10-10000.dat,MC2,32,Lat-Rp,10,RS,False,-7.644837620287559e-07,1.00511420825255e-08,0.02648594143798132,3.3124430397764444,    ,4.3759061292351433e-10,6.220641337360796e-10,6.614104628571172e-10,5.212086617620649e-10,4.729168230939763e-10,4.591623939762471e-10
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-10-10000.dat,MC2,32,Lat-Rp,10,RS,True,-1.9312768336444685e-07,4.866967914134298e-09,0.054148796495844746,4.188118026192023,    ,2.116445989166164e-10,1.269577864853358e-10,1.4915044993101604e-10,2.2375844904122977e-10,2.1417374764129583e-10,2.037580657559496e-10
RepsRanparQMC/MC2-32-Lat-Rp-10-10000.dat,MC2,32,Lat-Rp,10,qmc,False,0.0008889759293587915,5.395159998474778e-08,0.40085713934264433,2.782099882771239,    ,7.926239247177943e-07,7.596019136890087e-07,7.496770516585643e-07,7.7855905081056e-07,7.859229136672088e-07,7.847506684799801e-07
RepsRanparQMC/MC2-32-Lat-Rp-B-10-10000.dat,MC2,32,Lat-Rp,10,qmc,True,0.00020222788487143096,1.1477997629272482e-08,1.0269547080294665,4.662459050491678,    ,4.1395160794758493e-08,3.512712442201228e-08,3.366959910735418e-08,3.835246760422846e-08,3.9914519475961405e-08,3.968843055025207e-08
RepsRanparRQMC/MC2-32-Lat-Rp-RS-12-10000.dat,MC2,32,Lat-Rp,12,RS,False,-7.120084875541166e-07,1.527427674712438e-09,0.030268645367170402,3.9238714333220748,    ,6.691685498688989e-11,8.613977498165066e-11,8.788307849916932e-11,7.536366431955191e-11,7.113407595335201e-11,6.780656742265598e-11
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-12-10000.dat,MC2,32,Lat-Rp,12,RS,True,3.167307951161713e-07,1.2567770347853615e-09,0.013790801842685442,7.447086711840533,    ,5.474279816985151e-11,2.287509062596067e-12,2.379777002715463e-12,3.463569182261888e-11,4.52303314120939e-11,3.600048586165392e-11
RepsRanparQMC/MC2-32-Lat-Rp-12-10000.dat,MC2,32,Lat-Rp,12,qmc,False,0.00022336999357258693,7.993129208791705e-09,0.43833860227572313,3.566855705119208,    ,5.024168138552151e-08,4.755604716968659e-08,4.696559712799769e-08,4.887573661531658e-08,4.946688997947376e-08,4.940124141094402e-08
RepsRanparQMC/MC2-32-Lat-Rp-B-12-10000.dat,MC2,32,Lat-Rp,12,qmc,True,5.1205707436715506e-05,2.6046714374500603e-09,1.635894476815564,5.768752828353676,    ,2.735271058331461e-09,8.875678507672177e-10,7.908925586505019e-10,2.0855041735168887e-09,2.420708777850846e-09,2.3129135983116676e-09
RepsRanparRQMC/MC2-32-Lat-Rp-RS-14-10000.dat,MC2,32,Lat-Rp,14,RS,False,6.41184265314343e-08,3.209766160611508e-10,-0.015166829493227844,7.453400979126614,    ,1.3959616218757858e-11,1.0536113130681829e-11,1.0025882766617601e-11,1.2197403277192166e-11,1.2680337922983459e-11,1.1625654644287635e-11
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-14-10000.dat,MC2,32,Lat-Rp,14,RS,True,-5.999688641039613e-08,3.2199634417436557e-10,0.054068699668723234,20.335021555050584,    ,1.4003440677438315e-11,7.119807361704245e-14,6.259710360830247e-14,2.6759872985374706e-12,7.201691127827259e-12,3.237141174029367e-12
RepsRanparQMC/MC2-32-Lat-Rp-14-10000.dat,MC2,32,Lat-Rp,14,qmc,False,5.594181853400848e-05,1.5889139964343934e-09,0.18019618746481073,4.99196743630803,    ,3.198570278128213e-09,3.0391926026747714e-09,3.006644608028184e-09,3.134765465896477e-09,3.1685110209320454e-09,3.160926280085542e-09
RepsRanparQMC/MC2-32-Lat-Rp-B-14-10000.dat,MC2,32,Lat-Rp,14,qmc,True,1.2694945427493587e-05,6.406249692674996e-10,3.306323962985244,14.464534786321957,    ,1.8901489894040988e-10,1.8988221139058933e-11,1.6370720540623415e-11,6.984510477891486e-11,1.2283133558461603e-10,8.747542912985691e-11
RepsRanparRQMC/MC2-32-Lat-Rp-RS-16-10000.dat,MC2,32,Lat-Rp,16,RS,False,-9.857982293584033e-08,8.300502824196211e-11,-0.1141303003271724,23.72902110508687,    ,3.6186322528797186e-12,1.1509420101459812e-12,1.0454672385437545e-12,1.8358352885494802e-12,2.347785464293512e-12,1.9376491589736526e-12
RepsRanparRQMC/MC2-32-Lat-Rp-RSB-16-10000.dat,MC2,32,Lat-Rp,16,RS,True,1.360084763163294e-07,8.952976828897707e-11,0.8412248449162563,70.13434696955035,    ,3.911096926889762e-12,2.035643535249783e-15,2.2366069600488423e-15,1.0500758054720939e-13,6.903013205239362e-13,1.3378654884441882e-13
RepsRanparQMC/MC2-32-Lat-Rp-16-10000.dat,MC2,32,Lat-Rp,16,qmc,False,1.4133147715449956e-05,3.824218567817074e-10,0.0868526295545466,11.9142835942707,    ,2.1637290159810686e-10,1.920041523650757e-10,1.892295557424136e-10,2.05903087931306e-10,2.1150109502848946e-10,2.0845028755998603e-10
RepsRanparQMC/MC2-32-Lat-Rp-B-16-10000.dat,MC2,32,Lat-Rp,16,qmc,True,3.0938308305088035e-06,1.5629780270562428e-10,7.081929796840603,57.39159443405307,    ,1.6367345847181762e-11,6.034414735980538e-13,5.11883284214237e-13,1.7143205421575437e-12,5.426292226888281e-12,2.4255147896262897e-12
RepsRanparRQMC/MC2-32-Lat-Rv-RS-6-10000.dat,MC2,32,Lat-Rv,6,RS,False,9.836301987984563e-06,7.348233531342829e-07,0.006771972316013236,2.988963332964042,    ,3.2045594277419825e-08,4.8669258541831445e-08,5.189516645050866e-08,3.907718730600091e-08,3.515734649023853e-08,3.4193750595782495e-08
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-6-10000.dat,MC2,32,Lat-Rv,6,RS,True,-3.0009488586438593e-06,1.082293790865208e-07,0.43859968317834463,3.2404549224510903,    ,4.714630871727012e-09,8.117423156567418e-09,8.907696142985448e-09,6.162521715148589e-09,5.324784263104444e-09,5.244578613649025e-09
RepsRanparQMC/MC2-32-Lat-Rv-6-10000.dat,MC2,32,Lat-Rv,6,qmc,False,0.010241727822832896,2.6279449165614e-07,0.9421571839372492,4.357134313037965,    ,0.00010490441464445278,0.00010346691629156477,0.0001030964543201748,0.00010416452476955938,0.00010451669961933814,0.00010448528143853513
RepsRanparQMC/MC2-32-Lat-Rv-B-6-10000.dat,MC2,32,Lat-Rv,6,qmc,True,0.003985865885068279,1.9710197069596987e-07,0.8824832586745557,4.3795387877004135,    ,1.589569650465096e-05,1.5458986976884647e-05,1.5345934333988525e-05,1.5662329502640484e-05,1.57741081390804e-05,1.5764140996226417e-05
RepsRanparRQMC/MC2-32-Lat-Rv-RS-8-10000.dat,MC2,32,Lat-Rv,8,RS,False,-3.981111808446547e-06,5.82100217951969e-08,0.042286411931999376,3.008892013450267,    ,2.5467197640660003e-09,3.895968446901944e-09,4.143203298841705e-09,3.010453458136304e-09,2.7432827068383663e-09,2.64058836214608e-09
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-8-10000.dat,MC2,32,Lat-Rv,8,RS,True,-1.314178905833996e-06,2.7968068729876605e-08,0.2467421776249548,3.181793145424651,    ,1.2177300544520437e-09,1.945414974954128e-09,2.083286158289909e-09,1.4911068492614982e-09,1.3450147976768194e-09,1.3105138636744607e-09
RepsRanparQMC/MC2-32-Lat-Rv-8-10000.dat,MC2,32,Lat-Rv,8,qmc,False,0.00256162386534822,7.827887494127376e-08,0.48095325187635113,3.3661137425152954,    ,6.565320256866828e-06,6.454098820524996e-06,6.425487275765592e-06,6.510265048938348e-06,6.5359491057275065e-06,6.533781322076747e-06
RepsRanparQMC/MC2-32-Lat-Rv-B-8-10000.dat,MC2,32,Lat-Rv,8,qmc,True,0.0009965737216558687,5.418852847005416e-08,0.692696074520397,3.9627783101668688,    ,9.955152056719877e-07,9.520533791805626e-07,9.410201476642424e-07,9.721498552833265e-07,9.830657625202892e-07,9.822517937657932e-07
RepsRanparRQMC/MC2-32-Lat-Rv-RS-10-10000.dat,MC2,32,Lat-Rv,10,RS,False,-3.837642907186467e-07,7.00218663550149e-09,0.07952187424222315,3.2849892721428287,    ,3.045901722265477e-10,4.458672872220559e-10,4.698025236799657e-10,3.680397260660939e-10,3.3348960754323426e-10,3.236930006397529e-10
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-10-10000.dat,MC2,32,Lat-Rv,10,RS,True,4.894901208118751e-07,6.971516758386764e-09,0.0857255193823381,3.7569190195152573,    ,3.033490248560578e-10,3.146213774737715e-10,3.428522883995886e-10,3.415480531056832e-10,3.211459317447133e-10,3.0786348165427055e-10
RepsRanparQMC/MC2-32-Lat-Rv-10-10000.dat,MC2,32,Lat-Rv,10,qmc,False,0.0006409034534002899,2.0950162780595373e-08,0.24632882801506684,3.2513476133305,    ,4.116681132230522e-07,4.0547835927742333e-07,4.0368833776964816e-07,4.084192796887952e-07,4.0975640994929866e-07,4.0975195531934574e-07
RepsRanparQMC/MC2-32-Lat-Rv-B-10-10000.dat,MC2,32,Lat-Rv,10,qmc,True,0.00024838446443224775,1.3839687628750464e-08,0.835678811912736,4.085934405459533,    ,6.229656772037064e-08,5.5815168614930125e-08,5.403339016444216e-08,5.877325786838043e-08,6.046452579105757e-08,6.024674114842922e-08
RepsRanparRQMC/MC2-32-Lat-Rv-RS-12-10000.dat,MC2,32,Lat-Rv,12,RS,False,-9.480771145566891e-08,1.252646310044864e-09,-0.013247036164909319,4.275049751320284,    ,5.4471871547580325e-11,6.285641719535056e-11,6.382617807609137e-11,5.8102704612918334e-11,5.5737702683711794e-11,5.2723616823589977e-11
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-12-10000.dat,MC2,32,Lat-Rv,12,RS,True,-5.136310362191532e-08,1.724073583952961e-09,-0.023079880257978646,5.939426593009883,    ,7.496235920984676e-11,6.5160315142952615e-12,7.2208663184207835e-12,6.075102502992455e-11,6.971095298089889e-11,6.030680631276677e-11
RepsRanparQMC/MC2-32-Lat-Rv-12-10000.dat,MC2,32,Lat-Rv,12,qmc,False,0.00015997806085612463,5.2902338512279064e-09,0.12003654948270874,3.797655292919997,    ,2.5822990122730606e-08,2.5561114293830382e-08,2.550493136952967e-08,2.563605865877456e-08,2.568109877254611e-08,2.5672678028832807e-08
RepsRanparQMC/MC2-32-Lat-Rv-B-12-10000.dat,MC2,32,Lat-Rv,12,qmc,True,6.167295213699489e-05,3.422616496697859e-09,1.4087072195104222,5.188280451695841,    ,3.95236243819197e-09,2.0327507560788563e-09,1.800851326299588e-09,3.2247670241942253e-09,3.587149407794579e-09,3.5063703996405204e-09
RepsRanparRQMC/MC2-32-Lat-Rv-RS-14-10000.dat,MC2,32,Lat-Rv,14,RS,False,5.722361197910697e-08,3.012796912551095e-10,0.01101543185156474,9.225375024060616,    ,1.3102391552859653e-11,7.0486157463228e-12,6.599585331600623e-12,9.526419038224975e-12,1.0715009742259499e-11,9.557123163495669e-12
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-14-10000.dat,MC2,32,Lat-Rv,14,RS,True,-6.31217166728204e-08,4.42117602600371e-10,-0.054184631574013126,13.755747707166561,    ,1.9226488812001418e-11,8.751957477822686e-14,1.0301333591337685e-13,5.662731480811726e-12,1.1736579919376636e-11,6.453816562053553e-12
RepsRanparQMC/MC2-32-Lat-Rv-14-10000.dat,MC2,32,Lat-Rv,14,qmc,False,3.998916287629396e-05,1.4082515796346994e-09,0.11889866627296544,6.753676586085497,    ,1.6603614770961018e-09,1.6262273272638474e-09,1.6219161234871817e-09,1.6434790573513773e-09,1.65107690268834e-09,1.6434267625329557e-09
RepsRanparQMC/MC2-32-Lat-Rv-B-14-10000.dat,MC2,32,Lat-Rv,14,qmc,True,1.5741089620734394e-05,9.060818819777716e-10,2.8691925241442484,12.053748167251856,    ,2.8717676688180823e-10,2.1924901791759623e-11,1.787881291851609e-11,1.2485245612752027e-10,2.0262455627371343e-10,1.547566654233137e-10
RepsRanparRQMC/MC2-32-Lat-Rv-RS-16-10000.dat,MC2,32,Lat-Rv,16,RS,False,9.513506631146917e-08,7.551063651273254e-11,0.325697562766507,32.725684743853144,    ,3.2921218335695897e-12,6.986466493069122e-13,6.425428113567081e-13,1.2428111851568852e-12,1.7255424853361912e-12,1.3718984984929397e-12
RepsRanparRQMC/MC2-32-Lat-Rv-RSB-16-10000.dat,MC2,32,Lat-Rv,16,RS,True,1.7333152925239625e-07,1.0771225694833869e-10,0.9358328257525224,48.297538554790286,    ,4.713185425482482e-12,8.854128722883533e-16,1.0236220084955005e-15,2.1147207831617078e-13,1.131943691864e-12,2.7836271509516885e-13
RepsRanparQMC/MC2-32-Lat-Rv-16-10000.dat,MC2,32,Lat-Rv,16,qmc,False,9.907171900540423e-06,3.325708274103967e-10,0.05237885620655488,18.78809907371566,    ,1.1261165625861411e-10,1.0263938804127195e-10,1.0204191953237998e-10,1.0599905902842145e-10,1.0883680140739323e-10,1.0646776470841528e-10
RepsRanparQMC/MC2-32-Lat-Rv-B-16-10000.dat,MC2,32,Lat-Rv,16,qmc,True,3.7507574248591526e-06,2.1353169011077144e-10,6.074755092923087,46.841960435072025,    ,2.3352167786691342e-11,2.2552306410522025e-13,1.8452549761102414e-13,2.8042963831026594e-12,9.382244434526069e-12,3.972539130572223e-12
RepsFixedparRQMC/MC2-32-Sob-DS-6-10000.dat,MC2,32,Sob,6,DS,False,2.576311712040702e-06,6.791299982941732e-07,0.029007055988135615,3.06471198835325,    ,2.9534028612219043e-08,4.3079585046996395e-08,4.57921942311336e-08,3.5099641713254375e-08,3.221613044433996e-08,3.097125141569296e-08
RepsFixedparRQMC/MC2-32-Sob-DS-8-10000.dat,MC2,32,Sob,8,DS,False,-1.0192386940652276e-06,4.281680115692291e-08,0.03362091786232553,3.051847518892114,    ,1.8626388978164758e-09,2.828305845192345e-09,2.9943592310616583e-09,2.241392232565768e-09,2.0035505227197947e-09,1.9679392895599863e-09
RepsFixedparRQMC/MC2-32-Sob-DS-10-10000.dat,MC2,32,Sob,10,DS,False,2.4940294878073033e-07,3.0758490263344148e-09,0.03891618425508597,2.8975311931164542,    ,1.337947681932264e-10,2.1365374590893562e-10,2.2918042974543954e-10,1.6686976651390037e-10,1.4683932986708556e-10,1.4444613133077748e-10
RepsFixedparRQMC/MC2-32-Sob-DS-12-10000.dat,MC2,32,Sob,12,DS,False,9.883928002873965e-08,1.749330880072117e-10,0.03599628418386206,2.915311547667057,    ,7.61555563837276e-12,1.1818064987321338e-11,1.2614977090781173e-11,9.216338147533348e-12,8.262037244014344e-12,8.070103839386897e-12
RepsFixedparRQMC/MC2-32-Sob-DS-14-10000.dat,MC2,32,Sob,14,DS,False,1.7055618569294938e-08,1.0098926959975899e-11,0.004423647879320899,2.9438972441163513,    ,4.393746749932986e-13,6.761506291159232e-13,7.271781332052085e-13,5.322813449362365e-13,4.735342225273819e-13,4.637480875098788e-13
RepsFixedparRQMC/MC2-32-Sob-DS-16-10000.dat,MC2,32,Sob,16,DS,False,1.3154589230179869e-08,6.328714225876352e-13,0.0071000917867255564,2.907716396283329,    ,2.768919202597282e-14,4.198151610308444e-14,4.518138356468746e-14,3.3089510212481585e-14,3.029935281455874e-14,2.9114012040065556e-14
RepsRanparRQMC/MC2-32-Sob-LMS-DS-6-10000.dat,MC2,32,Sob-LMS,6,DS,False,3.357202787596525e-06,3.727296369098338e-08,0.16161440575552516,3.179242112202278,    ,1.631834449295454e-09,2.425436762908032e-09,2.578194650251057e-09,1.9438798648240734e-09,1.766389538296116e-09,1.7145243003472907e-09
RepsRanparQMC/MC2-32-Sob-LMS-6-10000.dat,MC2,32,Sob-LMS,6,qmc,False,0.0020545160887384954,1.9508127559092953e-08,0.5166114648750788,3.3754674414120194,    ,4.221884538344416e-06,4.173403767956974e-06,4.1603598289888995e-06,4.197754969853295e-06,4.2084367457585316e-06,4.208243238194846e-06
RepsRanparRQMC/MC2-32-Sob-LMS-DS-8-10000.dat,MC2,32,Sob-LMS,8,DS,False,2.469565886596858e-07,6.8833199530012815e-09,0.124816714885649,2.9359789273979993,    ,2.9933576812195554e-10,4.743986015811975e-10,5.094367882282756e-10,3.6974835499087294e-10,3.286989797029804e-10,3.2310939753767114e-10
RepsRanparQMC/MC2-32-Sob-LMS-8-10000.dat,MC2,32,Sob-LMS,8,qmc,False,0.00046216757267531037,4.085884101005602e-09,0.16769810690590925,3.0193525208263723,    ,2.1377651236741462e-07,2.124027479808516e-07,2.1206726527430352e-07,2.1303173321964613e-07,2.134022940495869e-07,2.1335325154767989e-07
RepsRanparRQMC/MC2-32-Sob-LMS-DS-10-10000.dat,MC2,32,Sob-LMS,10,DS,False,1.4437090377911635e-07,1.263839864308848e-09,0.006445880157005611,2.713669713508111,    ,5.4970402275633994e-11,8.839878975230562e-11,9.603417498296595e-11,6.801722087129833e-11,6.02235257744889e-11,5.916258102909815e-11
RepsRanparQMC/MC2-32-Sob-LMS-10-10000.dat,MC2,32,Sob-LMS,10,qmc,False,8.337389482320248e-05,6.530383098468242e-10,0.030271545813572193,2.4072054935509386,    ,6.9795993079837686e-09,7.006604102783365e-09,7.017013072623893e-09,6.992234287494901e-09,6.989721558554949e-09,6.990654906638556e-09
RepsRanparRQMC/MC2-32-Sob-LMS-DS-12-10000.dat,MC2,32,Sob-LMS,12,DS,False,-3.9348012292812414e-07,4.973750496387553e-10,0.016612264544910216,2.02376166363033,    ,2.1779828765346282e-11,7.332869037679839e-12,1.1300307661736884e-11,2.85791185814564e-11,2.4748349524559537e-11,2.434084273224975e-11
RepsRanparQMC/MC2-32-Sob-LMS-12-10000.dat,MC2,32,Sob-LMS,12,qmc,False,2.2442505700791006e-05,2.524536853525246e-10,0.034863245150499336,1.069218482455837,    ,5.14642309319277e-10,6.729518885062632e-10,6.358177119281716e-10,5.220792094632929e-10,5.16952266696798e-10,5.189773819494525e-10
RepsRanparRQMC/MC2-32-Sob-LMS-DS-14-10000.dat,MC2,32,Sob-LMS,14,DS,False,2.2392292771631866e-09,1.7686534518838668e-13,0.03587696361888722,4.964834580957926,    ,7.694811764642082e-15,8.540367804823028e-15,8.594964502630048e-15,7.677473099533328e-15,7.560804551906423e-15,7.086495902322178e-15
RepsRanparQMC/MC2-32-Sob-LMS-14-10000.dat,MC2,32,Sob-LMS,14,qmc,False,1.302016812914643e-06,1.491614990018839e-13,1.2418342058587,5.517947011954401,    ,1.701733063677704e-12,1.555940917789139e-12,1.5266249567024408e-12,1.6151781931727244e-12,1.6561784875491058e-12,1.652158044421322e-12
RepsRanparRQMC/MC2-32-Sob-LMS-DS-16-10000.dat,MC2,32,Sob-LMS,16,DS,False,1.0812331502342693e-09,1.0073670017987674e-14,0.02094345991356428,12.389913240367024,    ,4.3915471808115135e-16,2.0943092058648928e-16,2.0365245258384232e-16,2.877703682175185e-16,3.390240181972602e-16,2.917754822598565e-16
RepsRanparQMC/MC2-32-Sob-LMS-16-10000.dat,MC2,32,Sob-LMS,16,qmc,False,1.69625217489894e-07,9.922571403758568e-15,2.5019454222092707,12.28336407289699,    ,2.920413055648335e-14,2.1900370467693445e-14,2.06973513009831e-14,2.4570445559335617e-14,2.6558327378925556e-14,2.6272442914312865e-14
RepsRanparRQMC/MC2-32-Sob-NUS-6-10000.dat,MC2,32,Sob-NUS,6,NUS,False,-1.7907854025458137e-06,3.712286378137111e-08,0.17268491757443993,3.129415856775006,    ,1.6172444680697587e-09,2.528673538480049e-09,2.68515037312696e-09,1.935532554832404e-09,1.7039860307167604e-09,1.679581318303025e-09
RepsRanparRQMC/MC2-32-Sob-NUS-8-10000.dat,MC2,32,Sob-NUS,8,NUS,False,7.16330132514198e-07,6.996683328817872e-09,0.13593318636789745,2.9066319443437676,    ,3.047167518508292e-10,4.953186260873088e-10,5.332412310198026e-10,3.7432650406208894e-10,3.36224418638092e-10,3.2664551432017596e-10
RepsRanparRQMC/MC2-32-Sob-NUS-10-10000.dat,MC2,32,Sob-NUS,10,NUS,False,-5.026428389477755e-07,1.2635629907510672e-09,0.018561868924164324,2.6394131990515683,    ,5.5190171160548403e-11,9.66691192904709e-11,1.0459930265397842e-10,6.940510249551164e-11,6.101633726450142e-11,5.993658558652266e-11
RepsRanparRQMC/MC2-32-Sob-NUS-12-10000.dat,MC2,32,Sob-NUS,12,NUS,False,2.3243884576453766e-07,4.947511790994066e-10,-0.008463318977540624,2.0361456944404766,    ,2.1564948647429336e-11,9.643472180411376e-12,1.3406394529725212e-11,2.8913916774170196e-11,2.496318810330095e-11,2.446252774663636e-11
RepsRanparRQMC/MC2-32-Sob-NUS-14-10000.dat,MC2,32,Sob-NUS,14,NUS,False,1.7968237073229255e-09,1.796878755851885e-13,-0.012293621450044642,2.9393809315397865,    ,7.815744905226003e-15,1.2342622374211211e-14,1.3268515867610749e-14,9.464897429431034e-15,8.326083433595261e-15,8.173604830636429e-15
RepsRanparRQMC/MC2-32-Sob-NUS-16-10000.dat,MC2,32,Sob-NUS,16,NUS,False,1.3894293047767015e-09,1.0509411863689884e-14,-0.011565294380367973,3.1605380782080976,    ,4.588614643881846e-16,7.002949810637339e-16,7.363122314409499e-16,5.482414855219133e-16,4.948809477102865e-16,4.817220094438373e-16
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-6-10000.dat,PieceLinGauss,4,Lat,6,RS,False,-0.00026925751464750665,0.0010886586245106359,0.33395348313765943,2.820284540987618,    ,4.740548328356963e-05,8.469294097828492e-05,9.486254165961602e-05,6.12029971935552e-05,5.3011400997072554e-05,5.2062536263784684e-05
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-8-10000.dat,PieceLinGauss,4,Lat,8,RS,False,-1.5340189955141882e-05,0.0001806280612211211,-0.21317243423168636,2.5608555315327437,    ,7.853629287563559e-06,1.4438652748723288e-05,1.618887764883392e-05,1.0318416377390493e-05,8.89452495730953e-06,8.767275512411929e-06
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-10-10000.dat,PieceLinGauss,4,Lat,10,RS,False,-2.1481587561872946e-06,7.805077298790269e-06,0.004779535044472243,2.8596741043269653,    ,3.393558014899665e-07,5.530562713934662e-07,5.933772570517662e-07,4.135528701837135e-07,3.730036719109592e-07,3.626476168137634e-07
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-12-10000.dat,PieceLinGauss,4,Lat,12,RS,False,-1.57329081700108e-06,1.3475965635227453e-06,-0.16167739437191678,2.5582149735925954,    ,5.8593630179766394e-08,1.114371183545676e-07,1.246738429658805e-07,7.662260140707984e-08,6.675727009026427e-08,6.562421652821923e-08
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-14-10000.dat,PieceLinGauss,4,Lat,14,RS,False,-1.6946699440972865e-06,4.11754068638745e-08,-0.03736292634808259,2.928900130675537,    ,1.7931069872574482e-09,2.7745699346630046e-09,2.960745950190716e-09,2.166174027048359e-09,1.9654707275283947e-09,1.899466543665429e-09
RepsFixedparRQMC/PieceLinGauss-4-Lat-RS-16-10000.dat,PieceLinGauss,4,Lat,16,RS,False,7.505885514651131e-07,5.215170499337206e-09,0.0191817824558351,2.9815783894999166,    ,2.2730992662303423e-10,3.4187728135116773e-10,3.647768811626543e-10,2.740234166970108e-10,2.466310260732929e-10,2.4086400092072623e-10
RepsRanparRQMC/PieceLinGauss-4-Lat-Rp-RS-6-10000.dat,PieceLinGauss,4,Lat-Rp,6,RS,False,-0.0001415325079511946,0.0008352657157309336,0.30152352846666436,3.3508733646929376,    ,3.633593213476059e-05,5.453855424586163e-05,5.809509385362892e-05,4.302697887991906e-05,3.894217389230346e-05,3.769218837384013e-05
