file,TestFunction,dim,DrawMethod,shift,log2n,baker,mean,var,skewness,kurtosis,    ,MSE[A_r],MSE[M_r],MSE[L_r],MSE[N(3)_r],MSE[N(2)_r],MSE[N(3;1.0)_r]
RepsRandparRQMC/Fper2-4-Lat-Rv-RS-10-10000.dat,Fper2,4,Lat-Rv,RS,10,False,-0.00000961063876671,0.00000523557553268,-4.23378186996101569,392.33528771178191619,    ,0.00000047605377644,0.00000000000001272,0.00000000000008356,0.00000000001438163,0.00000000420065075,0.00000000002041495
RepsRandparRQMC/Fper2-4-Lat-Rv-RSB-10-10000.dat,Fper2,4,Lat-Rv,RS,10,True,0.00001234875946467,0.00001100249267224,-0.44757665395701335,181.81565012227184752,    ,0.00000100037909843,0.00000000000372792,0.00000000000375607,0.00000000036041029,0.00000001928689560,0.00000000058643391
RepsRandparRQMC/Fper2-4-Lat-Rv-RS-12-10000.dat,Fper2,4,Lat-Rv,RS,12,False,0.00000201951887456,0.00000176472551636,-13.95520553622675841,1228.36982612228143807,    ,0.00000016043367085,0.00000000000000001,0.00000000000000011,0.00000000000003124,0.00000000095752770,0.00000000000004473
RepsRandparRQMC/Fper2-4-Lat-Rv-RSB-12-10000.dat,Fper2,4,Lat-Rv,RS,12,True,0.00000038986240197,0.00000283039511638,2.54891426212685213,701.09672986656130433,    ,0.00000025730879894,0.00000000000000201,0.00000000000000584,0.00000000000058881,0.00000000121474484,0.00000000000116511
RepsRandparRQMC/Fper2-4-Lat-Rv-RS-14-10000.dat,Fper2,4,Lat-Rv,RS,14,False,0.00000846550208304,0.00000064646761545,4.85343117379164912,3453.25978909822651985,    ,0.00000005884144795,0.00000000000000000,0.00000000000000000,0.00000000000000003,0.00000000000050711,0.00000000000000007
RepsRandparRQMC/Fper2-4-Lat-Rv-RSB-14-10000.dat,Fper2,4,Lat-Rv,RS,14,True,0.00000876780031737,0.00000059529558571,42.86548837032091797,2765.39779894308094299,    ,0.00000005419465484,0.00000000000000000,0.00000000000000001,0.00000000000005556,0.00000000001822001,0.00000000000012527
RepsRandparRQMC/Fper2-4-Lat-Rv-RS-16-10000.dat,Fper2,4,Lat-Rv,RS,16,False,0.00000288836509813,0.00000004715355257,70.36649013957000420,4969.04187517103127902,    ,0.00000000429502925,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000004,0.00000000000000000
RepsRandparRQMC/Fper2-4-Lat-Rv-RSB-16-10000.dat,Fper2,4,Lat-Rv,RS,16,True,0.00000262489802800,0.00000003836859478,69.32932633629395980,4888.52472203158777120,    ,0.00000000349494416,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000001885,0.00000000000000001
RepsRandparQMC/Fper2-4-Lat-Rv-6-10000.dat,Fper2,4,Lat-Rv,qmc,6,False,0.00505704729425345,0.00018432942696297,3.25648891915579064,12.63103287582158707,    ,0.00004233094796931,0.00000072524057890,0.00000059131430359,0.00000529841712042,0.00001851508988888,0.00000753588715166
RepsRandparQMC/Fper2-4-Lat-Rv-B-6-10000.dat,Fper2,4,Lat-Rv,qmc,6,True,0.01031424372688508,0.00035225959061377,2.01056185205440041,5.64646834532671527,    ,0.00013840722280429,0.00001631711439099,0.00001262679585021,0.00004341682056971,0.00008612276520434,0.00005601622997163
RepsRandparQMC/Fper2-4-Lat-Rv-8-10000.dat,Fper2,4,Lat-Rv,qmc,8,False,0.00123602527745990,0.00004746026706170,7.04460883966808638,53.90000462339153131,    ,0.00000584232821940,0.00000000050292135,0.00000000042819358,0.00000006222029213,0.00000105771027913,0.00000010865938073
RepsRandparQMC/Fper2-4-Lat-Rv-B-8-10000.dat,Fper2,4,Lat-Rv,qmc,8,True,0.00246588013316934,0.00009357651906593,4.87975472946823352,26.58408424451559071,    ,0.00001458752110988,0.00000003526166838,0.00000003013910038,0.00000075361633678,0.00000434439424872,0.00000110091612868
